sub_dir,model_name,N,file_name,is_satisfied,model_length_equals_N,sat_flag_in_file
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst3265.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst3265_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst4631.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst4631_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst4661.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst4661_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst5400.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst5400_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst5573.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst5573_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst6229.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst6229_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst6325.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst6325_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst7020.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst7020_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst735.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst735_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst7509.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst7509_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst7910.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst7910_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst8410.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst8410_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst8548.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst8548_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst8587.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst8587_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst9080.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst9080_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst9496.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst9496_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst9553.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst9553_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst9685.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L216_alpha3.6_inst9685_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1184.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1184_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1294.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1294_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1339.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1339_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1491.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1491_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst150.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst150_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1661.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1661_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1741.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1741_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1795.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst1795_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst2039.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst2039_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst2095.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst2095_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst2777.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst2777_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst2905.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst2905_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3023.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3023_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3189.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3189_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3400.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3400_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3441.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3441_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3481.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3481_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3569.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3569_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3714.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3714_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst372.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst372_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3915.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst3915_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst4108.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst4108_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst504.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_60_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,60,cnf_k3_N60_L222_alpha3.7_inst504_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst101.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst101_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst102.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst102_RC2_fixed.cnf,,False,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1034.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1034_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1069.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1069_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1078.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1078_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1084.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1084_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst109.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1092.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1092_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst109_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1149.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1149_RC2_fixed.cnf,,False,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1155.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1155_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1169.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1169_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1220.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1220_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1233.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1233_RC2_fixed.cnf,,False,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1251.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1251_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1265.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1265_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1277.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1277_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst129.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst129_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1321.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1321_RC2_fixed.cnf,,False,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1322.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1322_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1346.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1346_RC2_fixed.cnf,,False,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1416.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1416_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1488.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1488_RC2_fixed.cnf,,False,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1491.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1491_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1492.txt,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1492_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_deepseek_prediction_deepseek-reasoner,deepseek-reasoner,5,cnf_k3_N5_L17_alpha3.5_inst1498.txt,,False,UNSATISFIABLE
